source,target,weight
cxzlmfst,4zkbjpru,0.21320011319927837
cxzlmfst,ag3n4ecn,0.19290031214779255
nzh87aux,imexhlwn,0.31842036599516216
nzh87aux,8d4f4gmw,0.2977015378822447
nzh87aux,b7pl62p2,0.2784937153930212
nzh87aux,n3lh1v3k,0.25714670729652833
nzh87aux,oh5mhd6z,0.24967824469081357
lntn11a9,siax7m66,0.4030458005481449
lntn11a9,smstf1m1,0.32877928365002435
lntn11a9,cm8unyy1,0.32469531058369616
lntn11a9,4d5v5spl,0.2955773071229462
lntn11a9,q4t93t2x,0.2719792912580651
m56agj4z,61cl4k8k,0.18756887390711058
m56agj4z,vovas81d,0.1719225445758319
m56agj4z,63nyq3jp,0.16724882164405575
lz37rh82,jdg8gsve,0.22115521984032321
lz37rh82,8eian8tz,0.21621266175490467
lz37rh82,jfjrk9gy,0.20826773914813584
lz37rh82,noebg68b,0.20691370862459438
lz37rh82,9r384oxd,0.1927937119200846
n9sih438,ds79i7n8,0.39027283518445066
n9sih438,w8d8xgzy,0.31008021707413685
n9sih438,l67avrkj,0.24074519478082235
n9sih438,r6vtzf3m,0.23776274090722443
n9sih438,fgdyzzty,0.22319521055432168
1n69h3i3,1a5u7uux,0.3850563412681248
1n69h3i3,0bma2749,0.36854791628680456
1n69h3i3,th7jtbhm,0.33253028218825426
1n69h3i3,n3fs7533,0.305515644541226
1n69h3i3,jd1wxobz,0.3028625626338933
wm4c7rk6,o6rwqnu2,0.3986988083840465
wm4c7rk6,icedihm2,0.387612856441179
wm4c7rk6,9463h041,0.34688410860475544
wm4c7rk6,t9cqzxtx,0.295621086773811
wm4c7rk6,tg8jdol5,0.2812204850979561
gyzbzx53,pwk3se20,0.29587169429983956
gyzbzx53,9gllxik0,0.28696127743352806
gyzbzx53,2pyfhks1,0.28468402236001195
gyzbzx53,4eldkteb,0.23896032986041485
gyzbzx53,n2w60jf6,0.23535096686548918
odnpx3ib,z29b30sd,0.17914305890405366
gaemgm0t,evyniq0v,0.3043938049203579
gaemgm0t,zb37yqjd,0.30182365846163345
gaemgm0t,l28oehkq,0.24613317380785923
gaemgm0t,8n2a1vzk,0.2263581191483153
gaemgm0t,s69b4qcd,0.22048778258931073
kfwbqp4p,91syq1lf,0.48462607489208964
kfwbqp4p,v1g8ieh8,0.4032750580865977
kfwbqp4p,zs562dgg,0.3930980039360529
kfwbqp4p,mstsvk7w,0.39052822151434713
kfwbqp4p,i55gwn3s,0.3902158740861089
d37u3qbd,e32dzhij,0.33455926227165766
d37u3qbd,71c3liid,0.3275904195171742
d37u3qbd,dnjvf4d7,0.3185177452476061
d37u3qbd,f3ds1rq6,0.31303095024518124
d37u3qbd,l2grhb96,0.3051543179714327
cpz8yb16,2nlrpl34,0.22618920012846422
cpz8yb16,lpbma80s,0.2234785644810489
cpz8yb16,g8bb3z4o,0.21360847726695553
cpz8yb16,jlhykfbf,0.1973284251637539
cpz8yb16,kb3xg10v,0.18879721265671282
397hp1yt,w4g8mzuy,0.26433202654068816
397hp1yt,1pp7k1k6,0.23348121792243115
397hp1yt,g55witln,0.22106884906270796
397hp1yt,a0prku2k,0.2160636884814371
397hp1yt,8seknsaq,0.21306617617715462
543aq9dx,phkw82yl,0.3609569822380952
543aq9dx,z7ygy25e,0.3351295767800496
543aq9dx,olc5avrw,0.29844670653078276
543aq9dx,bhe34dky,0.29469633904455256
543aq9dx,oib6ut1r,0.294042309011539
nmmimc71,g12ln2nf,0.29040598782205324
nmmimc71,8d13smn6,0.2840692758575605
nmmimc71,4fesk470,0.25967621490910925
nmmimc71,rw2vmlno,0.2559715567801162
nmmimc71,kgwxvi2h,0.24356490447777301
3ib99gup,avkequza,0.2960829739357192
3ib99gup,bp8v2c2o,0.29110867836242843
3ib99gup,1b3g0ls3,0.27238974299004604
3ib99gup,m1dkkbq7,0.2612825946406675
3ib99gup,jntvq6qs,0.2605576525855232
cc5thj1g,skaom5z7,0.3301707112566747
cc5thj1g,bpfarowa,0.29474309474616567
cc5thj1g,w3if1hns,0.29261876417862087
cc5thj1g,noml0axi,0.2819039571447308
cc5thj1g,4qfe8kok,0.2697420623219117
lrtt9r1h,19i3affo,0.4576857103088656
lrtt9r1h,4fyvbgw1,0.3728308158194318
lrtt9r1h,whfyczcj,0.36622199227931773
lrtt9r1h,y6rx1wkm,0.3648147331279408
lrtt9r1h,ze6leikn,0.3306977927419729
umvrwgaw,s4dpghpe,0.44852061587164743
umvrwgaw,7qj00qi9,0.43660059942170126
umvrwgaw,jyju71r1,0.3839313590470739
umvrwgaw,6tod4abn,0.37318758582885486
umvrwgaw,gy9u32i2,0.36361476401943554
ujbclp35,rv39jf86,0.22951982398586782
ujbclp35,91qifefq,0.20578914075286478
ujbclp35,2sqlqh5z,0.19128194085154032
ujbclp35,6qz7bqnb,0.18942401010346896
ujbclp35,l3notfcl,0.18741142169564048
rnvh9ut8,68eblcke,0.26761408212807936
rnvh9ut8,6f3nl9fr,0.25814813773130757
rnvh9ut8,88q36g00,0.25515415919757795
rnvh9ut8,186k6t03,0.2356656447031313
rnvh9ut8,0ltb9dpa,0.23303449605604623
ajafw966,lwiulri7,0.4594931198416034
ajafw966,h2zb87oa,0.44274852975542023
ajafw966,k9wyqnph,0.43955355245346533
ajafw966,bv7zyugl,0.40246298314500195
ajafw966,4s11oxco,0.39854572750549544
4z38v9rg,nimxnf6s,0.3423275595122605
4z38v9rg,aq48eris,0.2708750750497036
4z38v9rg,g30nnxat,0.2686645704805624
4z38v9rg,757emzjo,0.26696170174968786
4z38v9rg,bhe34dky,0.2571407501944778
es5t9kvt,xog2y6wk,0.4401516720994042
es5t9kvt,tbxar0tu,0.18576943882630365
es5t9kvt,7hcr406k,0.18143531074144217
es5t9kvt,3ylcev0n,0.16752158996726765
es5t9kvt,90x177bv,0.165223086581783
ue9azoyf,dm3lj98b,0.23814415284812374
ue9azoyf,tggveciq,0.21918633351061667
ue9azoyf,klv9hnj1,0.20183596235126555
ue9azoyf,50g0ox6w,0.1942879284171688
ue9azoyf,v1t564l2,0.19001829168702292
dg3pfydf,eyhade3q,0.38311818657766544
dg3pfydf,xenq90xj,0.3434284344170055
dg3pfydf,t0vgpaj8,0.31135832457164625
dg3pfydf,kz6e6by6,0.3059734915836846
dg3pfydf,mlil8ea4,0.3018236741263573
zt6i3o86,5pho1vgo,0.4192249255170486
zt6i3o86,ao8kudle,0.40674927976102127
zt6i3o86,s7h6884o,0.368907382484621
zt6i3o86,5kavwv3u,0.36284066945586624
zt6i3o86,ze2btynf,0.35466429287812423
pr9i9swk,jay3o4nj,0.2543204582999424
pr9i9swk,gm2g36hc,0.241531311571678
pr9i9swk,v812zn3r,0.23233810876097655
pr9i9swk,7k088cqv,0.23037585618145184
pr9i9swk,1n6yapf1,0.22169785686426396
nv228vte,jqn6ihof,0.3392722805826264
nv228vte,sg7awjp2,0.30593782419418264
nv228vte,mp5r82g4,0.29445908322859715
nv228vte,76ca1cfy,0.2658658659349187
nv228vte,4q5ualhx,0.25610647854187507
slxdonqi,91syq1lf,0.46236473060864575
slxdonqi,xq48afa0,0.43031736093704714
slxdonqi,mstsvk7w,0.4220314305810635
slxdonqi,kc1xl0sg,0.4158675597061384
slxdonqi,fhv9034n,0.4083703958092252
elhp6rx6,cc7gcy5b,0.3519455868250008
elhp6rx6,jmrgkj1j,0.2951715073346571
elhp6rx6,tm30mijb,0.2871764985195342
elhp6rx6,glwhndy3,0.2759550072902974
elhp6rx6,038h1ubm,0.27315993475171524
cpu38ryy,dy80nxkv,0.3973135855599321
cpu38ryy,qa2dvmo7,0.3010379217305805
cpu38ryy,fr9tbswm,0.2594552581003447
cpu38ryy,f76kh92f,0.22729612879543948
cpu38ryy,zp5jtx5v,0.22483756646996092
yp1s77ez,p1twn3lt,0.5160419754155342
yp1s77ez,xy5vtjiz,0.36916905089165886
yp1s77ez,uq2h8rmv,0.3650242232483451
yp1s77ez,ylwcf6cd,0.32364231644100006
yp1s77ez,d0eur1hq,0.3194452813362647
qrnhp1ek,5qhl2guv,0.29366831683484207
qrnhp1ek,eblj0qw6,0.20476167718471283
qrnhp1ek,mdf7bg3e,0.20361857739350886
qrnhp1ek,ebaosne3,0.1794283778098804
qrnhp1ek,vf3nstg0,0.17925678403542633
5hwqdnx1,gb5iid8a,0.28217660900330316
5hwqdnx1,l8zk75yh,0.20857668218713407
5hwqdnx1,yal6iaf6,0.19765461922246658
5hwqdnx1,d5fs4ers,0.1911352092053085
5hwqdnx1,ue8yn570,0.18583361931937917
i55gwn3s,mstsvk7w,0.4863344472227829
i55gwn3s,91syq1lf,0.46800354677694767
i55gwn3s,v1g8ieh8,0.425511635477518
i55gwn3s,s9sd2u27,0.4185118480576561
i55gwn3s,zs562dgg,0.3907886134219348
wj7yonjw,gqvwiy5h,0.15787575965720183
10j9cp9c,imxby1b1,0.3582941602692521
10j9cp9c,57qed1x7,0.319557608067358
10j9cp9c,okyzeo22,0.3134566511145092
10j9cp9c,x5z81gsi,0.3014754014837659
10j9cp9c,1wqtxc6p,0.298951209299481
zkudc8ww,oh2mxr1y,0.32588466037931507
zkudc8ww,24knxh4m,0.3235763619762438
zkudc8ww,i7v9l6ii,0.3124787298457622
zkudc8ww,vrbsbwgv,0.30705694951311646
zkudc8ww,qeq33nns,0.29750749501497553
ke0tkpso,k65bypg2,0.2860694617478147
ke0tkpso,f6f3qhsi,0.27578040108548213
ke0tkpso,bm1goyjc,0.25983668927416026
ke0tkpso,91syq1lf,0.2590588283372728
ke0tkpso,9zf2h0xr,0.2463145062168348
d441jam3,oez3l9kn,0.2803200547727314
d441jam3,8eian8tz,0.21732869487684692
d441jam3,69q6g2x2,0.21593383868473415
d441jam3,xu2ye8m1,0.20919630048350313
d441jam3,1qn5y4gc,0.2074472768424505
02opdk0m,0in22wzv,0.21437485591874064
02opdk0m,f3nbz3o1,0.2129837702581012
02opdk0m,tg06vxza,0.2126621502843315
02opdk0m,7du38tzw,0.19422699842574126
02opdk0m,p529ylc1,0.18509373249635855
d5xv2xdr,w8bgq20j,0.5108920206554352
d5xv2xdr,xbfguoj4,0.41732598383006764
d5xv2xdr,btvxb1zw,0.3829521940121271
d5xv2xdr,zbm9ar0q,0.38226778671035067
d5xv2xdr,jeobb94k,0.3705817669481284
t579ysgl,04gyqx2u,0.27010951017340545
t579ysgl,n881myx0,0.25874198345930616
t579ysgl,qt2a4pxs,0.23701733333765884
t579ysgl,ul91jrpd,0.2360971809176488
t579ysgl,asrkuts7,0.23359580458861876
9ofqelrm,am4bgao8,0.5836274431462001
9ofqelrm,o4jn5883,0.5431127262483929
9ofqelrm,gaz0d1dv,0.5274045956504293
9ofqelrm,ydrh5sd9,0.5077032844573478
9ofqelrm,kxaxdaem,0.49610705851751463
bnkbwh3w,p9j34wry,0.4358491206775342
bnkbwh3w,6ibo5teg,0.294825533862265
bnkbwh3w,yurnv5cc,0.26828890869075916
bnkbwh3w,kf0l1are,0.266121897953538
bnkbwh3w,dv6l1r3v,0.24443115510450814
1qo1krxv,pbx7uplh,0.4352549149947918
1qo1krxv,xwx9w9fi,0.34278537807872295
1qo1krxv,qw1e5cof,0.29133589319505543
1qo1krxv,btw5vv3h,0.2784124948283087
1qo1krxv,lqqsxhfl,0.2705167968309078
5apikyi7,w5qsr5no,0.2721005538936768
5apikyi7,xvdlbbds,0.26626265674307525
5apikyi7,nvly777l,0.23691864093440423
5apikyi7,mrszrknc,0.22839939075522397
5apikyi7,45clnc4x,0.225519039920328
ajz4ef44,bed2nrzg,0.3114546514174341
ajz4ef44,48ul34xo,0.2682902657874755
ajz4ef44,o6rr66kc,0.2682902657874755
ajz4ef44,psu3c2uv,0.26196033715848566
ajz4ef44,fvuwick5,0.25937951456867003
3zh8jmc2,8igfuaw2,0.4614139655957159
3zh8jmc2,3bw7jbzq,0.18416082690072721
3zh8jmc2,iqrnvcxv,0.17670523458857995
3zh8jmc2,iekxvaxg,0.17127811522221859
3zh8jmc2,9lkd4o3l,0.16403072676885044
rlbodumk,jvlj83s2,0.20592540788364586
rlbodumk,tfx4p59h,0.19590699464689187
rlbodumk,vv9l5hg1,0.1948542528226662
rlbodumk,uixq0ntb,0.18732175699389772
rlbodumk,9vh1euoa,0.16983413802239314
d0eur1hq,p1twn3lt,0.4495681697390781
d0eur1hq,uq2h8rmv,0.4457582828749374
d0eur1hq,iahofo0q,0.37342635187700046
d0eur1hq,ylwcf6cd,0.35061081390667254
d0eur1hq,zfzzn4sr,0.32929945439434494
m2k8lf7v,gm6w590s,0.21816419040470486
m2k8lf7v,wvw7alsc,0.1955964951055862
m2k8lf7v,5nj47ls2,0.1887343246417321
m2k8lf7v,p8h6zhnk,0.1832101864909619
m2k8lf7v,q9ohezi0,0.1779861346215604
ujquw0g8,ainfp3vx,0.26014561325058794
ujquw0g8,oo8wler1,0.24253487757685718
ujquw0g8,82ocapar,0.23968302556750345
ujquw0g8,ms6c41v0,0.22986637506619415
ujquw0g8,oe7ovqw2,0.2245383885325249
ftxq9g7h,987dhnf7,0.3363669985904584
ftxq9g7h,nr2xmcs0,0.30132794239897664
ftxq9g7h,ix8du1er,0.27863018662281747
ftxq9g7h,xjeanqxv,0.27643654697256814
ftxq9g7h,bxbmcntf,0.27242162315713275
dp8971im,2pg5qn1l,0.7189500289874228
dp8971im,kc3d0ssv,0.5986585891936222
dp8971im,5zekc7fx,0.35121982433210064
dp8971im,okb0ama9,0.20984018144015693
dp8971im,twgs7akl,0.15282431148404568
8y8ho2x5,tzn5y0z2,0.23600131054129386
8y8ho2x5,7o7ofk1e,0.16024835924031425
sbnnh2mm,atyz85k2,0.21244328992573086
sbnnh2mm,8y9gaoqb,0.19439150040205516
sbnnh2mm,4vk6pl48,0.19123365776007423
sbnnh2mm,tifo0oba,0.16764452400498656
sbnnh2mm,27fd59qe,0.15601680948241337
hxjxczyr,0jlsaypc,0.4111585122388329
hxjxczyr,4nta9b6w,0.34058451861666184
hxjxczyr,9g0128lf,0.3335919790733597
hxjxczyr,9vw76cic,0.3308222007662123
hxjxczyr,03kqeed3,0.279111103682355
mxjtj5c0,vp9d9vmp,0.26742305027429436
mxjtj5c0,9sx2jrit,0.2636716220366452
mxjtj5c0,i9tzr13z,0.2557347359862203
mxjtj5c0,7zuufs7k,0.2551890261625456
mxjtj5c0,sw5ribpt,0.2274484348009854
u3yvpcnr,x5z81gsi,0.3917880759109336
u3yvpcnr,1wqtxc6p,0.3497603033004785
u3yvpcnr,okyzeo22,0.34121488574255243
u3yvpcnr,57qed1x7,0.3305999054063129
u3yvpcnr,3a6aky7i,0.32736437765058934
67oorg1b,58fth3xl,0.3838592446710916
67oorg1b,wcsc52oi,0.3299223855465758
67oorg1b,y58gpgmw,0.31298263471799026
67oorg1b,1nqkqqrs,0.2785723014523692
67oorg1b,c21apd8m,0.2776293296479316
vexwisnz,r3tmfweq,0.5326872315441469
vexwisnz,euofhpc4,0.4631740532369214
vexwisnz,ptb6dst8,0.43964411857903196
vexwisnz,jqh75340,0.42795315300570264
vexwisnz,xz7dpnr0,0.40103992748628203
8trsa6o6,c315r6gu,0.3637231359024029
8trsa6o6,pxhatb9k,0.2959558949283564
8trsa6o6,crbdcfqy,0.19638109315011099
8trsa6o6,z9kzugci,0.19162886944421886
8trsa6o6,gkemj6ir,0.16185535644415305
igo8c5kb,wmphlnpt,0.4624114207321418
igo8c5kb,2fsk7zky,0.28550010998821884
igo8c5kb,ypgrw78s,0.2524380371762497
igo8c5kb,9eemss7n,0.24625165596899126
igo8c5kb,rrx2r4n2,0.20524121778391755
lfvso15k,d9c3vmff,0.2710779910602287
lfvso15k,5byaw6oa,0.24587895749079175
lfvso15k,h2vw4jlv,0.235086821863584
lfvso15k,1xglujqk,0.21870888982445955
lfvso15k,aeagfs8b,0.21435110159233253
1rhy8td0,pdyuhlip,0.33740799680686423
1rhy8td0,c2hfh3dq,0.322384985930607
1rhy8td0,8ce807ub,0.3099051618635729
1rhy8td0,fhv9034n,0.2992675585780227
1rhy8td0,kc1xl0sg,0.29450914432936237
yvgzkt8a,meptnlum,0.21004513781024153
yvgzkt8a,vocsxblm,0.19547308916914619
8d4f4gmw,3aojjsgd,0.31741116806137837
8d4f4gmw,nzh87aux,0.2977015378822447
8d4f4gmw,24fkaqlz,0.2644128692209978
8d4f4gmw,4fdfwdby,0.24918167116309545
8d4f4gmw,3j4mqf5x,0.21237855476623574
wg6nh1vt,k6jdjswa,0.6640194299947555
wg6nh1vt,od6jtk00,0.46838914432167705
wg6nh1vt,65t12t69,0.4673570308301436
wg6nh1vt,8plv7rr0,0.3356477721484101
wg6nh1vt,joiy32m1,0.3286863484812259
e7b1guwq,oflzs4vk,0.43372599566689307
e7b1guwq,fjxzoc02,0.38100388133119734
e7b1guwq,4wefykbi,0.27607463681605154
e7b1guwq,c2hfh3dq,0.251274943532751
e7b1guwq,fhv9034n,0.24994610846630802
ip0fxvhp,cw2opick,0.2481232263724732
ip0fxvhp,d10x1zpf,0.15743449115081257
iec4mvh7,iufx7h7l,0.3097509911406675
iec4mvh7,mstsvk7w,0.26834576079215183
iec4mvh7,bhe34dky,0.26814138596773873
iec4mvh7,spp4znod,0.258072524377651
iec4mvh7,6c4k12zx,0.2563696046831039
mticfoic,gvjiexfm,0.2845888936461496
mticfoic,kns54rna,0.2649861863345202
mticfoic,lhj2lwp3,0.2575216508994167
mticfoic,bmqgz67g,0.243221609616108
mticfoic,6sf5xepa,0.23457854286761665
t7rxmzvi,j23qrvrp,0.5716186494601436
t7rxmzvi,w9szhxgo,0.5446056318660134
t7rxmzvi,7tg62meg,0.5405960195711219
t7rxmzvi,cuz5bqy6,0.5394150196876045
t7rxmzvi,dv405298,0.5309146092641615
4458ra21,n9sih438,0.21076648533418538
4458ra21,oyb2fquz,0.18992057730319578
4458ra21,ds79i7n8,0.18512993481912593
4458ra21,5pma4c51,0.16488875726662483
4458ra21,gcyzg4ss,0.16015367708159023
kfkumsux,xjqxfp5j,0.24967003827733178
kfkumsux,asrkuts7,0.23082738435941036
kfkumsux,bwicq0x5,0.22750869269713814
kfkumsux,wpde3al0,0.22724413043733008
kfkumsux,g1lta4s1,0.22407418642910176
480d3yfv,0336exv3,0.44307428847311137
480d3yfv,hfzs16jh,0.21543081592744978
480d3yfv,vehb7dal,0.1879837863883535
480d3yfv,le1mc045,0.1818378634704741
480d3yfv,efcd79ws,0.16564267772098354
tycbhz8a,lctgmvqg,0.49062522706812467
tycbhz8a,y6gymwkb,0.21010392192326696
tycbhz8a,jyqsua4n,0.1921254026378755
tycbhz8a,bezpprrk,0.1717805528002338
phepjf55,i73l1w39,0.2849771735049015
phepjf55,f4srpahe,0.2766764217122773
phepjf55,y77c4ro4,0.27185362320430023
phepjf55,c2hfh3dq,0.24467143118954465
phepjf55,6rujx4vs,0.24347611102203712
7p3b6tyf,dq1y1gkc,0.4071380571040413
7p3b6tyf,0qj4c7sm,0.389206010502231
7p3b6tyf,m3c8irp7,0.3770389279383233
7p3b6tyf,xp4lnduo,0.3703902912043384
7p3b6tyf,5jxjd6z4,0.3676133857297844
zm6a9brd,xq48afa0,0.27824307271293575
zm6a9brd,lfialayl,0.25171303756480723
zm6a9brd,kc1xl0sg,0.24710275451166777
zm6a9brd,fhv9034n,0.24694454728205703
zm6a9brd,8v0rstjf,0.24209406516457832
l3ej1hdk,eu80ccm6,0.2692682390126216
l3ej1hdk,ikr1qrrt,0.23716933405185314
l3ej1hdk,c7bmrjzi,0.2324408443626609
l3ej1hdk,n5pnft5a,0.22297411544267148
l3ej1hdk,1o94q0yr,0.20623730574070645
z4sutqos,lvqgu6j3,0.41630885070401197
z4sutqos,7s3lj9ii,0.33783234509813775
z4sutqos,mshopzer,0.3112974703829848
z4sutqos,24fkaqlz,0.2985530660575382
z4sutqos,m4jziykd,0.2983055349680567
qtn3ukf4,42c532h7,0.41686585950532745
qtn3ukf4,0jn3kzbo,0.3877598967835998
qtn3ukf4,staq8byl,0.25964239645035136
qtn3ukf4,4eh22ek7,0.22389484516518077
qtn3ukf4,vnrv5cmc,0.20756457003376577
ussnj6ux,8pmbdljo,0.18331779718821745
ussnj6ux,7e995a5v,0.1762827781248128
u3f89kvg,o02505rt,0.227512556629201
u3f89kvg,2pw76a64,0.22689342246384644
u3f89kvg,61cl4k8k,0.20513344182939475
u3f89kvg,397hp1yt,0.1657355801726132
u3f89kvg,vvb2ffhv,0.15427324657854016
4prvgmvt,rn3qt4v2,0.37992581981567763
4prvgmvt,nfuxg8l3,0.28535413861823977
4prvgmvt,jql6rg4k,0.28535413861823977
4prvgmvt,oqxx7s9v,0.2719249591905277
4prvgmvt,447yug0x,0.2523900350437981
sn1a7ikq,brfmxl09,0.19215213331025233
sn1a7ikq,3fd0t23z,0.18978234193091498
sn1a7ikq,gm6w590s,0.17535379303755558
sn1a7ikq,1e7bn0u7,0.1721099382802135
sn1a7ikq,hgqvxqf3,0.16868772341871913
3u77cp37,etx3chnt,0.21392051628684894
3u77cp37,pgbd7xwi,0.18483206311498426
3u77cp37,oa4twg2z,0.17936030431549801
3u77cp37,vlgv3nwq,0.16942235098055183
8seknsaq,ahevwrgf,0.28435797964351045
8seknsaq,1pp7k1k6,0.2787350539539578
8seknsaq,avsp518i,0.2784247075298722
8seknsaq,iqy2kaat,0.27521676623808483
8seknsaq,52esrbby,0.27154043132727146
3f31j4cy,f6l4wzir,0.3028535003578267
3f31j4cy,mlil8ea4,0.2635939492738029
3f31j4cy,ppo3ryi5,0.24680466529045303
3f31j4cy,s3ntg4hy,0.2443658532902405
3f31j4cy,5k2iqmso,0.24000867869025885
epz7fvnx,svnn4ptw,0.32103745948458484
epz7fvnx,306pty2p,0.26656929620527253
epz7fvnx,bt8mum7a,0.26034491430520873
epz7fvnx,5dshegp6,0.25602460454075776
epz7fvnx,914y3je0,0.25032880538770624
u4649rtx,uxxbaf0i,0.20169601245866065
u4649rtx,ekwcrzv0,0.18182851988486645
u4649rtx,dr4y976h,0.17975962274473029
u4649rtx,xpyrjctw,0.17167312839048485
u4649rtx,hujvifp3,0.1693732874480145
8t0jvrts,w42gu7dx,0.36730956963637945
8t0jvrts,027twgah,0.3181115823319199
8t0jvrts,914y3je0,0.2826061994052157
8t0jvrts,6cpctjqw,0.26488420966543674
8t0jvrts,46cjatuv,0.245542674799407
4chfqgrc,34hc3ulc,0.5639708171682015
4chfqgrc,c3mclbgp,0.5596040158312564
4chfqgrc,npob20n0,0.5404135696534511
4chfqgrc,gpv9zcao,0.5404135696534511
4chfqgrc,vaf1j8y4,0.5253251006935602
sa5snfby,h26kodn9,0.23248053898749277
sa5snfby,es03kb1a,0.22683800600895548
sa5snfby,33kgh6wx,0.22115837680495587
sa5snfby,bgcjjter,0.16069439031695662
sa5snfby,iexd5qn5,0.15439384551971516
mlrzfbc0,704p47er,0.3219325990791936
mlrzfbc0,bhe34dky,0.2990235924606395
mlrzfbc0,d3iwlpsr,0.29782177719312075
mlrzfbc0,h0bvprat,0.28694641821944217
mlrzfbc0,spp4znod,0.284504116152513
r8m6cgv8,wfegmnr5,0.5005129368882536
r8m6cgv8,c0smzrt6,0.46737087989523013
r8m6cgv8,qjyooq68,0.42920190866577007
r8m6cgv8,2npmzt7t,0.41957790074519474
r8m6cgv8,kf1fs1ka,0.4094413848884738
v5y9s97b,ls6on0sg,0.32129498409956436
v5y9s97b,8ce807ub,0.3106938288153478
v5y9s97b,jvdph782,0.3029417050456837
v5y9s97b,3smc4ye3,0.29404189570231765
v5y9s97b,fhv9034n,0.27987439378228984
vzbh457k,5lbmndbu,0.3229126385753912
vzbh457k,uutppde3,0.2997170600459988
vzbh457k,ia7vhuz0,0.2989666753094754
vzbh457k,9ox7kn4z,0.2915715920973798
vzbh457k,xyaducmp,0.2897804731079626
gkl708nu,bvihkf1r,0.4681110453929953
gkl708nu,5d6ywjq7,0.40994249013423983
gkl708nu,q46c8w0y,0.38953268379944794
gkl708nu,dvmazoy8,0.38034076911585984
